Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1099442	Atxn3	ataxin 3	12	101885160	101924505	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1097161	Bak1	BCL2-antagonist/killer 1	17	27238786	27247601	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:99702	Bax	BCL2-associated X protein	7	45111121	45116322	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1	106465908	106642004	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:88139	Bcl2l1	BCL2-like 1	2	152622588	152673648	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:108052	Bcl2l2	BCL2-like 2	14	55120834	55125691	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:109328	Bnip1	BCL2/adenovirus E1B interacting protein 1	17	27000040	27011539	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7	138492565	138511235	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1858494	Bok	BCL2-related ovarian killer	1	93613382	93623486	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:88251	Calm1	calmodulin 1	12	100165694	100176073	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:103250	Calm2	calmodulin 2	17	87740840	87754363	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:103249	Calm3	calmodulin 3	7	16649304	16657957	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:101757	Cfl1	cofilin 1, non-muscle	19	5540483	5544059	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1917633	Cox10	heme A:farnesyltransferase cytochrome c oxidase assembly factor 10	11	63853453	63970294	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1913522	Cox16	cytochrome c oxidase assembly protein 16	12	81405800	81531901	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1913836	Crls1	cardiolipin synthase 1	2	132688586	132708705	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1921256	Dnm1l	dynamin 1-like	16	16130094	16176823	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:106100	Etfdh	electron transferring flavoprotein, dehydrogenase	3	79511095	79536074	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1915905	Fndc1	fibronectin type III domain containing 1	17	7957401	8046134	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1860139	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1	17	37356858	37385197	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1343460	Gnpat	glyceronephosphate O-acyltransferase	8	125589772	125616796	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:109162	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	19	55056067	55115751	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2684962	Gpat2	glycerol-3-phosphate acyltransferase 2, mitochondrial	2	127267119	127278012	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5	139408906	139413555	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1349444	Haao	3-hydroxyanthranilate 3,4-dioxygenase	17	84138585	84155392	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1277180	Ifi27	interferon, alpha-inducible protein 27	12	103400470	103406498	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1924183	Ifi27l2a	interferon, alpha-inducible protein 27 like 2A	12	103408426	103409939	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1916390	Ifi27l2b	interferon, alpha-inducible protein 27 like 2B	12	103417157	103423482	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1929612	Ikbke	inhibitor of kappaB kinase epsilon	1	131182337	131207339	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1929242	Ivd	isovaleryl coenzyme A dehydrogenase	2	118692440	118713390	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2686151	Kif28	kinesin family member 28	1	179522862	179572836	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15	91557378	91700323	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:96892	Lyn	LYN proto-oncogene, Src family tyrosine kinase	4	3676865	3791612	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1922780	Lyrm7	LYR motif containing 7	11	54717692	54751738	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2444773	Mavs	mitochondrial antiviral signaling protein	2	131075983	131089945	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1922984	Mff	mitochondrial fission factor	1	82702611	82730115	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:101787	mt-Nd1	mitochondrially encoded NADH dehydrogenase 1	MT	2751	3707	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2447776	Nat8l	N-acetyltransferase 8-like	5	34153328	34163260	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1929511	Ndufa1	NADH:ubiquinone oxidoreductase subunit A1	X	36451241	36454816	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1343103	Ndufa2	NADH:ubiquinone oxidoreductase subunit A2	18	36875385	36877610	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1914380	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	15	82234340	82238492	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1913358	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	6	126798826	126826107	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1914434	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	8	70346830	70355208	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1915743	Ndufaf4	NADH:ubiquinone oxidoreductase complex assembly factor 4	4	24898083	24905001	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2684983	Ndufb6	NADH:ubiquinone oxidoreductase subunit B6	4	40270591	40279421	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1915599	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	2	90724971	90735065	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1933212	Ngrn	neugrin, neurite outgrowth associated	7	79910963	79915122	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:97356	Nme2	NME/NM23 nucleoside diphosphate kinase 2	11	93840640	93847082	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1927184	Nrgn	neurogranin	9	37455789	37464041	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1914263	Oma1	OMA1 zinc metallopeptidase	4	103171009	103229065	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1921393	Opa1	OPA1, mitochondrial dynamin like GTPase	16	29398152	29473702	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1916339	Oxa1l	oxidase assembly 1-like	14	54598298	54607126	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1196403	Pla2g4c	phospholipase A2, group IVC (cytosolic, calcium-independent)	7	13058580	13094597	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:97614	Plcd1	phospholipase C, delta 1	9	118900595	118922570	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	4	156305913	156312999	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:104968	Ppox	protoporphyrinogen oxidase	1	171104564	171108955	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2137600	Rcc1l	reculator of chromosome condensation 1 like	5	134176893	134205613	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2384986	Rnf144b	ring finger protein 144B	13	47276196	47401470	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1914930	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	4	140688582	140706509	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2137679	Sfxn3	sideroflexin 3	19	45035942	45044822	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1353497	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	11	120382666	120390013	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1330823	Slc25a14	solute carrier family 25 (mitochondrial carrier, brain), member 14	X	47712295	47751175	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1921261	Slc25a27	solute carrier family 25, member 27	17	43952782	43978105	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2180509	Slc25a28	solute carrier family 25, member 28	19	43652240	43663320	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1917806	Slc25a33	solute carrier family 25, member 33	4	149828493	149858734	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1914962	Slc25a37	solute carrier family 25, member 37	14	69479297	69522561	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:3709877	Smpd5	sphingomyelin phosphodiesterase 5	15	76178548	76181096	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2139270	Snph	syntaphilin	2	151432469	151474513	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:109626	Tafazzin	tafazzin, phospholipid-lysophospholipid transacylase	X	73325518	73333757	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15	99290828	99307930	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1922962	Tmem14a	transmembrane protein 14A	1	21288799	21300391	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1913404	Tmem14c	transmembrane protein 14C	13	41169768	41176062	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:98894	Ucp1	uncoupling protein 1 (mitochondrial, proton carrier)	8	84016981	84025081	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:109354	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	7	100142544	100148836	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1099787	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)	7	100122198	100135639	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:106919	Vdac1	voltage-dependent anion channel 1	11	52251687	52280224	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:106915	Vdac2	voltage-dependent anion channel 2	14	21881629	21895947	GRCm39	+	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:2444304	Vps13a	vacuolar protein sorting 13A	19	16592730	16758297	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:1917172	Vrk2	vaccinia related kinase 2	11	26421398	26544006	GRCm39	-	Component	mitochondrial membrane (term ID: GO:0031966)
protein coding gene	MGI:3698433	1190007I07Rik	RIKEN cDNA 1190007I07 gene	10	82455685	82459062	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1920547	1700034I23Rik	RIKEN cDNA 1700034I23 gene	3	40854631	40856936	GRCm39	-	Component (subterm)	integral component of mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914955	1810058I24Rik	RIKEN cDNA 1810058I24 gene	6	35229645	35238574	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1922561	4930550C14Rik	RIKEN cDNA 4930550C14 gene	9	53313814	53345726	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:3034182	AA467197	expressed sequence AA467197	2	122479807	122482996	GRCm39	+	Component (subterm)	mitochondrial respiratory chain complex IV (ancestor term ID: GO:0031966)
protein coding gene	MGI:1351668	Abca8b	ATP-binding cassette, sub-family A (ABC1), member 8b	11	109823016	109886671	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2676312	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12	1	71282249	71454069	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1921354	Abcb6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	1	75148361	75157036	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:109533	Abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	X	103324263	103457462	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1860508	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	8	124679198	124709861	GRCm39	-	Component (subterm)	integral component of mitochondrial membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1349216	Abcd3	ATP-binding cassette, sub-family D (ALD), member 3	3	121552423	121608951	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1098623	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	18	74912283	74939278	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:87870	Acat1	acetyl-Coenzyme A acetyltransferase 1	9	53491822	53521650	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:102797	Acsl1	acyl-CoA synthetase long-chain family member 1	8	46924074	46989088	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1921455	Acsl3	acyl-CoA synthetase long-chain family member 3	1	78635542	78685460	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19	55240298	55285060	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	11	54194624	54255582	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919363	Adck1	aarF domain containing kinase 1	12	88327324	88428494	GRCm39	+	Component (subterm)	integral component of mitochondrial membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8	124204642	124230655	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18	67537834	67582242	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915512	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	17	12337591	12438532	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X	47563821	47602440	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919418	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	16	17307475	17325349	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11	88721618	88755412	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X	149330413	149353618	GRCm39	+	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1353452	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2	11	61114243	61158290	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88002	Ambp	alpha 1 microglobulin/bikunin precursor	4	63061512	63072409	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1924872	Apex2	apurinic/apyrimidinic endonuclease 2	X	149302515	149372864	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915566	Apoo	apolipoprotein O	X	93410723	93460699	GRCm39	+	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915367	Apool	apolipoprotein O-like	X	111221049	111282452	GRCm39	+	Component (subterm)	MICOS complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:88070	Arg1	arginase, liver	10	24791105	24803368	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1921502	Armc1	armadillo repeat containing 1	3	19185566	19217229	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914895	Armc12	armadillo repeat containing 12	17	28749835	28757949	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1925498	Armcx1	armadillo repeat containing, X-linked 1	X	133618712	133622666	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1914666	Armcx2	armadillo repeat containing, X-linked 2	X	133704894	133709970	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1918953	Armcx3	armadillo repeat containing, X-linked 3	X	133657344	133662204	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:2147993	Armcx6	armadillo repeat containing, X-linked 6	X	133649210	133652166	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88084	Asl	argininosuccinate lyase	5	130040099	130053222	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88090	Ass1	argininosuccinate synthetase 1	2	31360282	31410682	GRCm39	+	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915229	Atad1	ATPase family, AAA domain containing 1	19	32649958	32717187	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1919214	Atad3a	ATPase family, AAA domain containing 3A	4	155825098	155845550	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:109349	Atf2	activating transcription factor 2	2	73646853	73722983	GRCm39	-	Component (subterm)	mitochondrial outer membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:88115	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	18	77861468	77870569	GRCm39	+	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (ancestor term ID: GO:0031966)
protein coding gene	MGI:107801	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	10	127919176	127926257	GRCm39	+	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1261437	Atp5c1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	2	10060841	10085321	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1913293	Atp5d	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	10	79974466	79981652	GRCm39	+	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1855697	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	2	174302868	174305894	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) (ancestor term ID: GO:0031966)
protein coding gene	MGI:107653	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)	11	95963619	95966520	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1915192	Atp5g2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)	15	102571303	102579482	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:2442035	Atp5g3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	2	73738791	73741670	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1918929	Atp5h	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D	11	115306517	115310745	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:107777	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	16	84624754	84632513	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1927558	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	5	145120514	145128351	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:106636	Atp5k	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E	5	108581112	108582265	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1351597	Atp5l	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G	9	44824546	44832470	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
protein coding gene	MGI:1891435	Atp5md	ATP synthase membrane subunit DAPIT	19	47071910	47079086	GRCm39	-	Component (subterm)	mitochondrial inner membrane (ancestor term ID: GO:0031966)
protein coding gene	MGI:1917507	Atp5mpl	ATP synthase membrane subunit 6.8PL	12	111927809	111933411	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex (ancestor term ID: GO:0031966)
protein coding gene	MGI:106341	Atp5o	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	16	91722111	91728518	GRCm39	-	Component (subterm)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) (ancestor term ID: GO:0031966)
