Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1859515	Acrbp	proacrosin binding protein	6	125026890	125040228	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12	21373510	21423633	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1	63484880	63635263	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1917650	Adamdec1	ADAM-like, decysin 1	14	68800836	68819521	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:109249	Adamts1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	16	85590715	85600001	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1347356	Adamts2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2	11	50492912	50698400	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	1	171077990	171088206	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1346321	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	16	85655045	85698013	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	9	90041420	90082155	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1353468	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8	9	30853858	30875134	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2449112	Adamts10	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10	17	33743178	33772756	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2146046	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12	15	11064876	11349317	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2685556	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	2	26863428	26899640	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2179942	Adamts14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	10	61032891	61109217	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2449569	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	9	30810451	30833748	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2429637	Adamts16	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 16	13	70875921	70989930	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2442600	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	8	114423758	114575370	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2442875	Adamts19	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19	18	58969739	59187132	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2660628	Adamts20	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20	15	94166177	94329966	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924989	Adamtsl1	ADAMTS-like 1	4	85432409	86346622	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1925044	Adamtsl2	ADAMTS-like 2	2	26969391	26998993	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2389008	Adamtsl4	ADAMTS-like 4	3	95583511	95595228	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913798	Adamtsl5	ADAMTS-like 5	10	80175627	80184282	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919363	Adck1	aarF domain containing kinase 1	12	88327324	88428494	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:105094	Adcyap1	adenylate cyclase activating polypeptide 1	17	93506445	93513965	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1933736	Adgrb1	adhesion G protein-coupled receptor B1	15	74388045	74461314	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1347095	Adgre5	adhesion G protein-coupled receptor E5	8	84449874	84467940	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1340051	Adgrg1	adhesion G protein-coupled receptor G1	8	95701384	95740836	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1274784	Adgrv1	adhesion G protein-coupled receptor V1	13	81243187	81781273	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16	22965286	22976718	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:108058	Adm	adrenomedullin	7	110226868	110229027	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2675256	Adm2	adrenomedullin 2	15	89206923	89208934	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919391	Adpgk	ADP-dependent glucokinase	9	59198855	59223483	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1197012	Aebp1	AE binding protein 1	11	5811947	5822088	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2429409	Afm	afamin	5	90666808	90701403	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:893592	Ager	advanced glycosylation end product-specific receptor	17	34816836	34819910	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913799	Aggf1	angiogenic factor with G patch and FHA domains 1	13	95487191	95511860	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1344405	Agr2	anterior gradient 2	12	36042924	36054080	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:892013	Agrp	agouti related neuropeptide	8	106293327	106306477	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107189	Ahsg	alpha-2-HS-glycoprotein	16	22710765	22718201	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3	132366242	132390131	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:101918	Akr1b7	aldo-keto reductase family 1, member B7	6	34389297	34400072	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107673	Akr1b8	aldo-keto reductase family 1, member B8	6	34331081	34345396	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1915111	Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase)	6	34361182	34373884	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:87991	Alb	albumin	5	90608756	90624461	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3645495	Alkal1	ALK and LTK ligand 1	1	6429555	6464955	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3697448	Alkal2	ALK and LTK ligand 2	12	30934323	30943855	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104655	Ambn	ameloblastin	5	88603850	88616390	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88002	Ambp	alpha 1 microglobulin/bikunin precursor	4	63061512	63072409	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88005	Amelx	amelogenin, X-linked	X	167959110	167970196	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88006	Amh	anti-Mullerian hormone	10	80641077	80643482	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1918671	Amtn	amelotin	5	88523967	88533775	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88019	Amy1	amylase 1, salivary	3	113349601	113371399	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88022	Ang	angiogenin, ribonuclease, RNase A family, 5	14	51328607	51339466	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104984	Ang2	angiogenin, ribonuclease A family, member 2	14	51432943	51433380	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1201793	Ang3	angiogenin, ribonuclease A family, member 3	14	syntenic		GRCm39	null	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2656551	Ang4	angiogenin, ribonuclease A family, member 4	14	52001349	52011047	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:108448	Angpt1	angiopoietin 1	15	42288119	42540373	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1202890	Angpt2	angiopoietin 2	8	18740279	18791578	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1336887	Angpt4	angiopoietin 4	2	151753130	151787257	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919963	Angptl1	angiopoietin-like 1	1	156666593	156688648	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1347002	Angptl2	angiopoietin-like 2	2	33106081	33137729	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1353627	Angptl3	angiopoietin-like 3	4	98919191	98926429	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1888999	Angptl4	angiopoietin-like 4	17	33993874	34000549	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1917976	Angptl6	angiopoietin-like 6	9	20785104	20791023	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3605801	Angptl7	angiopoietin-like 7	4	148579737	148584919	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3643534	Angptl8	angiopoietin-like 8	9	21746806	21748643	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3045421	Ank	progressive ankylosis	15	27466763	27594995	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:96819	Anxa1	annexin A1	19	20350798	20368035	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88246	Anxa2	annexin A2	9	69360965	69399074	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1350928	Aoah	acyloxyacyl hydrolase	13	20978283	21220787	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1923757	Aoc1	amine oxidase, copper-containing 1	6	48872189	48886122	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:98229	Apcs	amyloid P component, serum	1	172721528	172722608	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3642370	Apela	apelin receptor early endogenous ligand	8	65481069	65489988	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1353624	Apln	apelin	X	47114023	47123730	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88049	Apoa1	apolipoprotein A-I	9	46139928	46141767	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88050	Apoa2	apolipoprotein A-II	1	171052623	171053948	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88051	Apoa4	apolipoprotein A-IV	9	46152142	46154756	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913363	Apoa5	apolipoprotein A-V	9	46179931	46183217	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88052	Apob	apolipoprotein B	12	8027648	8066835	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88053	Apoc1	apolipoprotein C-I	7	19423405	19426584	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88055	Apoc3	apolipoprotein C-III	9	46144348	46146934	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:87878	Apoc4	apolipoprotein C-IV	7	19412009	19415385	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88056	Apod	apolipoprotein D	16	31115010	31133626	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88057	Apoe	apolipoprotein E	7	19430034	19433113	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104539	Apof	apolipoprotein F	10	128103866	128106022	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88058	Apoh	apolipoprotein H	11	108286123	108305222	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1930124	Apom	apolipoprotein M	17	35347973	35350777	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1915566	Apoo	apolipoprotein O	X	93410723	93460699	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88059	App	amyloid beta (A4) precursor protein	16	84751236	84972187	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2670959	Arsi	arylsulfatase i	18	61045063	61051633	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2443513	Arsj	arylsulfatase J	3	126157501	126234023	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924291	Arsk	arylsulfatase K	13	76208541	76246779	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107948	Art5	ADP-ribosyltransferase 5	7	101746086	101750466	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1333791	Artn	artemin	4	117783359	117786960	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1277124	Asah1	N-acylsphingosine amidohydrolase 1	8	41793234	41827810	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1859310	Asah2	N-acylsphingosine amidohydrolase 2	19	31962046	32080540	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913945	Aspn	asporin	13	49697919	49721041	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2146559	AU021092	expressed sequence AU021092	16	5029687	5040163	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88121	Avp	arginine vasopressin	2	130422540	130424474	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:103163	Azgp1	alpha-2-glycoprotein 1, zinc	5	137979783	137988495	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88127	B2m	beta-2 microglobulin	2	121978168	121983563	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924148	B3gat1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	9	26644813	26672646	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:95705	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	4	40804602	40854005	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1928387	B4galt4	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4	16	38562626	38589411	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919439	Bag6	BCL2-associated athanogene 6	17	35354154	35366298	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2385885	BC028528	cDNA sequence BC028528	3	95791266	95799317	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1096385	Bcan	brevican	3	87894838	87907537	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:894278	Bche	butyrylcholinesterase	3	73543141	73615748	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88145	Bdnf	brain derived neurotrophic factor	2	109505045	109557352	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88156	Bglap	bone gamma carboxyglutamate protein	3	88290808	88291771	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88157	Bglap2	bone gamma-carboxyglutamate protein 2	3	88285043	88286006	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88155	Bglap3	bone gamma-carboxyglutamate protein 3	3	88275923	88280048	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88158	Bgn	biglycan	X	72527208	72539539	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88176	Bmp1	bone morphogenetic protein 1	14	70711998	70757674	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88177	Bmp2	bone morphogenetic protein 2	2	133394079	133404805	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88179	Bmp3	bone morphogenetic protein 3	5	99002274	99031912	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88180	Bmp4	bone morphogenetic protein 4	14	46620982	46628126	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88181	Bmp5	bone morphogenetic protein 5	9	75682646	75807592	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88182	Bmp6	bone morphogenetic protein 6	13	38529692	38684290	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:103302	Bmp7	bone morphogenetic protein 7	2	172709805	172782114	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:104515	Bmp8a	bone morphogenetic protein 8a	4	123206438	123237045	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:107335	Bmp8b	bone morphogenetic protein 8b	4	122998101	123019887	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1338820	Bmp10	bone morphogenetic protein 10	6	87405976	87411494	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1316745	Bmp15	bone morphogenetic protein 15	X	6226161	6232775	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920480	Bmper	BMP-binding endothelial regulator	9	23134372	23396496	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3045315	Bpi	bactericidal permeablility increasing protein	2	158100014	158126451	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1338036	Bpifa1	BPI fold containing family A, member 1	2	153984800	153991137	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:97787	Bpifa2	BPI fold containing family A, member 2	2	153850196	153857993	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1920638	Bpifa3	BPI fold containing family A, member 3	2	153972256	153980276	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1914385	Bpifa5	BPI fold containing family A, member 5	2	154004527	154010366	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2137431	Bpifb1	BPI fold containing family B, member 1	2	154032738	154062263	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1913807	Bpifb2	BPI fold containing family B, member 2	2	153716965	153737190	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2675077	Bpifb3	BPI fold containing family B, member 3	2	153760150	153774916	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2685852	Bpifb4	BPI fold containing family B, member 4	2	153780137	153805772	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2684965	Bpifb6	BPI fold containing family B, member 6	2	153742308	153754715	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3767993	Bpifb9a	BPI fold containing family B, member 9A	2	154099799	154113165	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3026884	Bpifc	BPI fold containing family C	10	85795555	85847724	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1	158072839	158183896	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1	146371367	146778210	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2685613	Bsph1	binder of sperm protein homolog 1	7	13184766	13207374	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1924934	Bsph2	binder of sperm protein homolog 2	7	13288791	13304992	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919264	Btbd17	BTB (POZ) domain containing 17	11	114682043	114686771	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:99439	Btc	betacellulin, epidermal growth factor family member	5	91505120	91550853	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1347001	Btd	biotinidase	14	31363014	31390154	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4	136623228	136626114	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4	136607440	136613498	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11	70868672	70873852	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4	136617112	136620242	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11	102830090	102837514	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3032521	C1ql2	complement component 1, q subcomponent-like 2	1	120268312	120270903	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:2387350	C1ql3	C1q-like 3	2	13008268	13016617	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:3579909	C1ql4	complement component 1, q subcomponent-like 4	15	98981967	98985698	GRCm39	-	Component	extracellular region (term ID: GO:0005576)
protein coding gene	MGI:1919254	C1qtnf1	C1q and tumor necrosis factor related protein 1	11	118319029	118340789	GRCm39	+	Component	extracellular region (term ID: GO:0005576)
