Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:1333882	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)	3	89246947	89257589	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12	21373510	21423633	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1347346	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	9	90041420	90082155	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1916320	Adamts9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	6	92749680	92920473	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2449569	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	9	30810451	30833748	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108449	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1	6	55428963	55478436	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1925810	Adgra2	adhesion G protein-coupled receptor A2	8	27575611	27613464	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196464	Adgre4	adhesion G protein-coupled receptor E4	17	56056984	56160662	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2182928	Adgrf5	adhesion G protein-coupled receptor F5	17	43671342	43770448	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1916151	Adgrg6	adhesion G protein-coupled receptor G6	10	14278327	14421403	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1274784	Adgrv1	adhesion G protein-coupled receptor V1	13	81243187	81781273	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106675	Adipoq	adiponectin, C1Q and collagen domain containing	16	22965286	22976718	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99403	Adora2b	adenosine A2b receptor	11	62139810	62157278	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:87935	Adra2b	adrenergic receptor, alpha 2b	2	127205128	127209141	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1924596	Adtrp	androgen dependent TFPI regulating protein	13	41916621	42001092	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102774	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	3	132366242	132390131	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2685419	Ajap1	adherens junction associated protein 1	4	153457678	153567268	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88002	Ambp	alpha 1 microglobulin/bikunin precursor	4	63061512	63072409	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88005	Amelx	amelogenin, X-linked	X	167959110	167970196	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1353627	Angptl3	angiopoietin-like 3	4	98919191	98926429	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88026	Ank3	ankyrin 3, epithelial	10	69234608	69863266	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1925726	Antxrl	anthrax toxin receptor-like	14	33774625	33798280	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96819	Anxa1	annexin A1	19	20350798	20368035	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88246	Anxa2	annexin A2	9	69360965	69399074	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88030	Anxa4	annexin A4	6	86713822	86770566	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1923711	Anxa9	annexin A9	3	95203407	95214487	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1306797	Aoc3	amine oxidase, copper containing 3	11	101221432	101230256	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1919131	Apmap	adipocyte plasma membrane associated protein	2	150425000	150450487	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88049	Apoa1	apolipoprotein A-I	9	46139928	46141767	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88051	Apoa4	apolipoprotein A-IV	9	46152142	46154756	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88057	Apoe	apolipoprotein E	7	19430034	19433113	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88058	Apoh	apolipoprotein H	11	108286123	108305222	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88059	App	amyloid beta (A4) precursor protein	16	84751236	84972187	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1913583	Aqp11	aquaporin 11	7	97375586	97387454	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88068	Areg	amphiregulin	5	91287458	91296291	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88075	Arsb	arylsulfatase B	13	93908187	94079524	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107511	Art1	ADP-ribosyltransferase 1	7	101750950	101763140	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1194915	Asic1	acid-sensing (proton-gated) ion channel 1	15	99568249	99599011	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88115	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1	18	77861468	77870569	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107801	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit	10	127919176	127926257	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107777	Atp5j	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	16	84624754	84632513	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106341	Atp5o	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	16	91722111	91728518	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196457	Atpif1	ATPase inhibitory factor 1	4	132257866	132260970	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1347244	Axl	AXL receptor tyrosine kinase	7	25456698	25488130	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2443478	B430306N03Rik	RIKEN cDNA B430306N03 gene	17	48623169	48634052	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9	45749843	45774791	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3039605	BC053393	cDNA sequence BC053393	11	46462363	46480059	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1929940	Bcam	basal cell adhesion molecule	7	19490063	19504457	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096385	Bcan	brevican	3	87894838	87907537	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88158	Bgn	biglycan	X	72527208	72539539	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88177	Bmp2	bone morphogenetic protein 2	2	133394079	133404805	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1338820	Bmp10	bone morphogenetic protein 10	6	87405976	87411494	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1095407	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	1	59802721	59917240	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2151153	Boc	biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein	16	44305408	44379233	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1277955	Bsn	bassoon	9	107973221	108067583	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2685613	Bsph1	binder of sperm protein homolog 1	7	13184766	13207374	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1916800	Bst2	bone marrow stromal cell antigen 2	8	71986899	71990100	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11	70868672	70873852	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88227	C3	complement component 3	17	57510970	57535136	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88232	C5ar1	complement component 5a receptor 1	7	15980668	15993465	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:103013	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit	6	118564201	119173851	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	14	29761898	30213113	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1316660	Cacng2	calcium channel, voltage-dependent, gamma subunit 2	15	77875948	78004228	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1859167	Cacng4	calcium channel, voltage-dependent, gamma subunit 4	11	107623183	107685383	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1100859	Capn5	calpain 5	7	97770766	97827481	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096574	Car4	carbonic anhydrase 4	11	84848612	84856870	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1351351	Casr	calcium-sensing receptor	16	36314058	36382503	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:102709	Cav1	caveolin 1, caveolae protein	6	17306287	17341327	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107571	Cav2	caveolin 2	6	17281184	17289114	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107570	Cav3	caveolin 3	6	112436466	112449833	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1328326	Ccn5	cellular communication network factor 5	2	163662781	163675066	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1334419	Cd5l	CD5 antigen-like	3	87265188	87278380	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107474	Cd38	CD38 antigen	5	44026151	44069716	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1	194719134	194774557	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16	49671691	49732799	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88341	Cd53	CD53 antigen	3	106667237	106697465	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104849	Cd55b	CD55 molecule, decay accelerating factor for complement B	1	130316274	130350746	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1888996	Cd59b	CD59b antigen	2	103900127	103920619	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99529	Cd63	CD63 antigen	10	128736858	128748691	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106664	Cd93	CD93 antigen	2	148278571	148285455	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1913728	Cd99	CD99 antigen	4	cytoband C7-D1		GRCm39	null	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2177151	Cd99l2	CD99 antigen-like 2	X	70463666	70536455	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096360	Cd151	CD151 antigen	7	141047305	141051386	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196990	Cd200	CD200 antigen	16	45202498	45229416	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88354	Cdh1	cadherin 1	8	107329983	107396878	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88355	Cdh2	cadherin 2	18	16721934	16942303	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1095414	Cdh17	cadherin 17	4	11758157	11817905	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1926387	Cdon	cell adhesion molecule-related/down-regulated by oncogenes	9	35332823	35418948	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1347247	Ceacam9	carcinoembryonic antigen-related cell adhesion molecule 9	7	16455854	16460035	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1347248	Ceacam10	carcinoembryonic antigen-related cell adhesion molecule 10	7	24476631	24484082	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1918851	Ceacam20	carcinoembryonic antigen-related cell adhesion molecule 20	7	19699337	19725029	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:109448	Cfc1	cripto, FRL-1, cryptic family 1	1	34574729	34583392	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88388	Cftr	cystic fibrosis transmembrane conductance regulator	6	18170686	18322767	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1313268	Chrd	chordin	16	20551877	20561134	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:87885	Chrna1	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	2	73393625	73410682	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108445	Ciita	class II transactivator	16	10297923	10346282	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2444926	Ckap4	cytoskeleton-associated protein 4	10	84362169	84369752	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1345151	Clec5a	C-type lectin domain family 5, member a	6	40551832	40562739	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2444608	Clec9a	C-type lectin domain family 9, member a	6	129385825	129401726	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3040968	Clec12a	C-type lectin domain family 12, member a	6	129327207	129342266	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1352754	Clic4	chloride intracellular channel 4 (mitochondrial)	4	134941280	135000071	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1929895	Clstn1	calsyntenin 1	4	149670925	149733356	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1929897	Clstn2	calsyntenin 2	9	97326448	97915234	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2178323	Clstn3	calsyntenin 3	6	124407715	124441743	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88423	Clu	clusterin	14	66205932	66218996	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:104518	Cntn2	contactin 2	1	132437163	132470989	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914047	Cntnap2	contactin associated protein-like 2	6	45036995	47278330	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2653243	Col23a1	collagen, type XXIII, alpha 1	11	51180747	51474745	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1349451	Corin	corin, serine peptidase	5	72457368	72661816	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:894312	Crhr2	corticotropin releasing hormone receptor 2	6	55067034	55110001	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88516	Cryab	crystallin, alpha B	9	50662625	50667936	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18	61238644	61264211	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107161	Cst8	cystatin 8 (cystatin-related epididymal spermatogenic)	2	148640759	148647516	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:107341	Ctss	cathepsin S	3	95434097	95463714	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1891190	Ctsz	cathepsin Z	2	174269287	174280832	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8	95498808	95509055	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3616076	Cyp2w1	cytochrome P450, family 2, subfamily w, polypeptide 1	5	139338372	139342788	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1920629	Dcbld2	discoidin, CUB and LCCL domain containing 2	16	58228806	58290090	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:94869	Dcc	deleted in colorectal carcinoma	18	71386705	72484140	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1923016	Dcstamp	dendrocyte expressed seven transmembrane protein	15	39609326	39624334	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3045368	Defb22	defensin beta 22	2	152327586	152332058	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2385920	Dip2a	disco interacting protein 2 homolog A	10	76098581	76181194	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:94909	Dmd	dystrophin, muscular dystrophy	X	81992476	84249747	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:94919	Dpp4	dipeptidylpeptidase 4	2	62160417	62242575	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:94921	Dpp6	dipeptidylpeptidase 6	5	27022355	27932498	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2157522	Dppa1	developmental pluripotency associated 1	11	46498599	46520088	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99578	Drd1	dopamine receptor D1	13	54205202	54209677	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2150309	Dscaml1	DS cell adhesion molecule like 1	9	45338735	45665011	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2139422	Duox1	dual oxidase 1	2	122146153	122178453	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3036280	Duox2	dual oxidase 2	2	122109728	122128930	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2449923	Egfl7	EGF-like domain 7	2	26471095	26482694	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1932094	Egfl8	EGF-like domain 8	17	34832323	34834945	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95294	Egfr	epidermal growth factor receptor	11	16702203	16868158	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2679229	Elane	elastase, neutrophil expressed	10	79722146	79724050	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1098726	Emp2	epithelial membrane protein 2	16	10099613	10131832	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95393	Eno1	enolase 1, alpha non-neuron	4	150321178	150333336	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3648653	Eno1b	enolase 1B, retrotransposed	18	48178402	48181446	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95394	Eno2	enolase 2, gamma neuronal	6	124737016	124746636	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97370	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	10	24513812	24588057	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096863	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2	2	25285886	25291333	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1202295	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6	2	150590962	150613595	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:106653	Epcam	epithelial cell adhesion molecule	17	87943407	87958555	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95278	Epha2	Eph receptor A2	4	141028551	141056695	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:98277	Epha4	Eph receptor A4	1	77343822	77491725	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:99611	Ephb2	Eph receptor B2	4	136374850	136563299	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096338	Ephb6	Eph receptor B6	6	41582416	41597443	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95407	Epo	erythropoietin	5	137481282	137484078	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1922776	Eppin	epididymal peptidase inhibitor	2	164430263	164435491	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914647	Erp29	endoplasmic reticulum protein 29	5	121582816	121590537	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1923549	Erp44	endoplasmic reticulum protein 44	4	48193323	48279558	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:101802	F2r	coagulation factor II (thrombin) receptor	13	95738311	95754995	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:88381	F3	coagulation factor III	3	121517186	121528697	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2146854	Fam234a	family with sequence similarity 234, member A	17	26431666	26463281	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:109608	Fap	fibroblast activation protein	2	62331280	62404365	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:2442862	Fcrl1	Fc receptor-like 1	3	87283694	87310241	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:3053558	Fcrl5	Fc receptor-like 5	3	87343084	87407985	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1933397	Fcrls	Fc receptor-like S, scavenger receptor	3	87158065	87171045	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1099809	Fgf10	fibroblast growth factor 10	13	118851235	118929109	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1914362	Fgf22	fibroblast growth factor 22	10	79590887	79593629	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1096350	Fgfbp1	fibroblast growth factor binding protein 1	5	44136200	44139121	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7	129764181	129868538	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5	33879068	33894412	GRCm39	+	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95560	Flt3l	FMS-like tyrosine kinase 3 ligand	7	44780607	44785914	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1858193	Folh1	folate hydrolase 1	7	86368185	86425151	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95569	Folr2	folate receptor 2 (fetal)	7	101489195	101506397	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95583	Fshr	follicle stimulating hormone receptor	17	89292380	89508103	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7	80038942	80055188	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:95594	Fut4	fucosyltransferase 4	9	14659755	14663418	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:1196625	Fzd1	frizzled class receptor 1	5	4803839	4808035	GRCm39	-	Component	cell surface (term ID: GO:0009986)
protein coding gene	MGI:108520	Fzd4	frizzled class receptor 4	7	89053574	89062341	GRCm39	+	Component	cell surface (term ID: GO:0009986)
