Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:2388073	Camk1g	calcium/calmodulin-dependent protein kinase I gamma	1	193028654	193052606	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1920832	Camkmt	calmodulin-lysine N-methyltransferase	17	85397989	85766017	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1922434	Camsap2	calmodulin regulated spectrin-associated protein family, member 2	1	136195861	136273842	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1261820	Cand1	cullin associated and neddylation disassociated 1	10	119035160	119075960	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1923275	Cant1	calcium activated nucleotidase 1	11	118297115	118309912	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88264	Capn2	calpain 2	1	182294825	182345173	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:2181366	Capn8	calpain 8	1	182392572	182459917	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1096574	Car4	carbonic anhydrase 4	11	84848612	84856870	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:2384865	Casd1	CAS1 domain containing 1	6	4600911	4643355	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1309468	Casq1	calsequestrin 1	1	172037461	172047435	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88271	Cat	catalase	2	103284249	103315498	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:107571	Cav2	caveolin 2	6	17281184	17289114	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:107570	Cav3	caveolin 3	6	112436466	112449833	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1338013	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	8	123351880	123425848	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88279	Cbl	Casitas B-lineage lymphoma	9	44054273	44145346	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1889286	Cbln3	cerebellin 3 precursor protein	14	56116377	56121713	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1920989	Cby1	chibby family member 1, beta catenin antagonist	15	79543400	79551861	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1925177	Ccdc88a	coiled coil domain containing 88A	11	29323658	29460808	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1925567	Ccdc88b	coiled-coil domain containing 88B	19	6821991	6835579	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1914265	Ccdc91	coiled-coil domain containing 91	6	147377326	147534110	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:2685018	Ccdc110	coiled-coil domain containing 110	8	46387656	46397182	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:2685067	Ccdc170	coiled-coil domain containing 170	10	4432502	4512231	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:2445022	Ccdc186	coiled-coil domain containing 186	19	56775913	56810622	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88320	Cd2	CD2 antigen	3	101183224	101195255	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9	44910038	44920925	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88318	Cd14	CD14 antigen	18	36858120	36859851	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:99440	Cd33	CD33 antigen	7	43176823	43186679	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:107899	Cd36	CD36 molecule	5	17986688	18093799	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88337	Cd40lg	CD40 ligand	X	56257503	56269402	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88338	Cd44	CD44 antigen	2	102641486	102732010	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:1203290	Cd46	CD46 antigen, complement regulatory protein	1	194719134	194774557	GRCm39	-	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18	60936921	60945724	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88334	Cd247	CD247 antigen	1	165616250	165704846	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:88354	Cdh1	cadherin 1	8	107329983	107396878	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
protein coding gene	MGI:106672	Cdh15	cadherin 15	8	123575113	123594136	GRCm39	+	Component	Golgi apparatus (term ID: GO:0005794)
