Type	MGI ID	Symbol	Name	Chr	Start	End	Build	Strand	Best Match Type	Best Match
protein coding gene	MGI:88042	Apex1	apurinic/apyrimidinic endonuclease 1	14	51162425	51164596	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915568	Aph1c	aph1 homolog C, gamma secretase subunit	9	66722276	66742008	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88052	Apob	apolipoprotein B	12	8027648	8066835	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88053	Apoc1	apolipoprotein C-I	7	19423405	19426584	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88056	Apod	apolipoprotein D	16	31115010	31133626	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88057	Apoe	apolipoprotein E	7	19430034	19433113	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88059	App	amyloid beta (A4) precursor protein	16	84751236	84972187	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:106215	Aqp5	aquaporin 5	15	99488909	99492710	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913583	Aqp11	aquaporin 11	7	97375586	97387454	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2387591	Arcn1	archain 1	9	44653440	44679105	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1332637	Arhgap5	Rho GTPase activating protein 5	12	52550755	52618758	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2450166	Arhgap32	Rho GTPase activating protein 32	9	32027432	32179742	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1929501	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	6	97187753	97210276	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914461	Armc10	armadillo repeat containing 10	5	21851004	21867697	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88077	Arsa	arylsulfatase A	15	89356679	89361627	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1921258	Arsg	arylsulfatase G	11	109364200	109464156	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2670959	Arsi	arylsulfatase i	18	61045063	61051633	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1923469	Arxes1	adipocyte-related X-chromosome expressed sequence 1	X	134934116	134935695	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1924226	Arxes2	adipocyte-related X-chromosome expressed sequence 2	X	134894573	134896104	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916104	Asb11	ankyrin repeat and SOCS box-containing 11	X	163219990	163242166	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88084	Asl	argininosuccinate lyase	5	130040099	130053222	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88090	Ass1	argininosuccinate synthetase 1	2	31360282	31410682	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916291	Atg2a	autophagy related 2A	19	6291698	6312365	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1923809	Atg2b	autophagy related 2B	12	105582395	105651470	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1913865	Atg4b	autophagy related 4B, cysteine peptidase	1	93682627	93717328	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1261775	Atg14	autophagy related 14	14	47778350	47805891	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88105	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	3	101483535	101512000	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	7	24677592	24705383	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1194503	Atp2a3	ATPase, Ca++ transporting, ubiquitous	11	72851995	72883869	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:105368	Atp2b2	ATPase, Ca++ transporting, plasma membrane 2	6	113720792	114019574	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1889008	Atp2c1	ATPase, Ca++-sequestering	9	105288561	105398456	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1916297	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2	8	120426748	120484456	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88114	Atp4b	ATPase, H+/K+ exchanging, beta polypeptide	8	13436209	13446778	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109629	Atp6ap1	ATPase, H+ transporting, lysosomal accessory protein 1	X	73340703	73348327	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:99400	Atp7a	ATPase, Cu++ transporting, alpha polypeptide	X	105070882	105168532	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:103297	Atp7b	ATPase, Cu++ transporting, beta polypeptide	8	22482801	22550321	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1330848	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	5	67775483	68004777	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1859665	Atp8b1	ATPase, class I, type 8B, member 1	18	64662050	64794342	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1859660	Atp8b2	ATPase, class I, type 8B, member 2	3	89846795	89870645	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914581	Atp8b3	ATPase, class I, type 8B, member 3	10	80355418	80374958	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1330809	Atp10a	ATPase, class V, type 10A	7	58305914	58479168	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2442688	Atp10b	ATPase, class V, type 10B	11	43040704	43153112	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1354735	Atp11a	ATPase, class VI, type 11A	8	12807016	12918728	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1923545	Atp11b	ATPase, class VI, type 11B	3	35808255	35910425	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1859661	Atp11c	ATPase, class VI, type 11C	X	59268643	59450041	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2145517	B3galnt2	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2	13	14129059	14173688	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2685903	B3glct	beta-3-glucosyltransferase	5	149601695	149686064	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1346542	Bace1	beta-site APP cleaving enzyme 1	9	45749843	45774791	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1860440	Bace2	beta-site APP-cleaving enzyme 2	16	97157942	97244136	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1097161	Bak1	BCL2-antagonist/killer 1	17	27238786	27247601	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2384848	BC016579	cDNA sequence, BC016579	16	45447211	45474431	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3039614	BC031181	cDNA sequence BC031181	18	75138910	75143006	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:894278	Bche	butyrylcholinesterase	3	73543141	73615748	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88139	Bcl2l1	BCL2-like 1	2	152622588	152673648	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1330841	Bcl2l10	Bcl2-like 10	9	75255040	75258922	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1891828	Becn1	beclin 1, autophagy related	11	101179084	101193112	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1343104	Bet1	Bet1 golgi vesicular membrane trafficking protein	6	4076899	4086930	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914368	Bfar	bifunctional apoptosis regulator	16	13489722	13521476	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:109326	Bnip3	BCL2/adenovirus E1B interacting protein 3	7	138492565	138511235	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	14	67222688	67246326	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4	68679751	68872634	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1	158072839	158183896	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1	146371367	146778210	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1923020	Brsk2	BR serine/threonine kinase 2	7	141503488	141557981	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1926944	Calcrl	calcitonin receptor-like	2	84160970	84255755	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3643383	Calhm1	calcium homeostasis modulator 1	19	47129474	47132613	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88264	Capn2	calpain 2	1	182294825	182345173	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915730	Card19	caspase recruitment domain family, member 19	13	49356426	49369513	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107700	Casp4	caspase 4, apoptosis-related cysteine peptidase	9	5308828	5336783	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1312922	Casp12	caspase 12	9	5345430	5373032	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1098236	Cast	calpastatin	13	74840487	74956929	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88271	Cat	catalase	2	103284249	103315498	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1924106	Catsper3	cation channel, sperm associated 3	13	55932381	55956811	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:102709	Cav1	caveolin 1, caveolae protein	6	17306287	17341327	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107571	Cav2	caveolin 2	6	17281184	17289114	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107570	Cav3	caveolin 3	6	112436466	112449833	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1277968	Cavin1	caveolae associated 1	11	100847562	100861443	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1889286	Cbln3	cerebellin 3 precursor protein	14	56116377	56121713	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1921436	Ccdc3	coiled-coil domain containing 3	2	5142587	5235682	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1925177	Ccdc88a	coiled coil domain containing 88A	11	29323658	29460808	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1925567	Ccdc88b	coiled-coil domain containing 88B	19	6821991	6835579	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1923707	Ccdc134	coiled-coil domain containing 134	15	82012123	82026404	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:99478	Cckar	cholecystokinin A receptor	5	53855827	53865046	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1096320	Ccr10	chemokine (C-C motif) receptor 10	11	101063824	101066269	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107674	Cd1d1	CD1d1 antigen	3	86903141	86906748	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88332	Cd3e	CD3 antigen, epsilon polypeptide	9	44910038	44920925	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:107899	Cd36	CD36 molecule	5	17986688	18093799	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18	60936921	60945724	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1860083	Cd320	CD320 antigen	17	34062065	34068748	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:105491	Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	7	126575630	126579671	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1921765	Cdkal1	CDK5 regulatory subunit associated protein 1-like 1	13	29375729	30039657	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3606576	Cdnf	cerebral dopamine neurotrophic factor	2	3514102	3527413	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2443629	Cemip	cell migration inducing protein, hyaluronan binding	7	83582065	83735710	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2139134	Cercam	cerebral endothelial cell adhesion molecule	2	29759176	29772852	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3037816	Cerkl	ceramide kinase-like	2	79162835	79259332	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2136690	Cers1	ceramide synthase 1	8	70768425	70784238	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1924143	Cers2	ceramide synthase 2	3	95222102	95230910	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2681008	Cers3	ceramide synthase 3	7	66393252	66473439	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1914510	Cers4	ceramide synthase 4	8	4542863	4579603	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1919199	Cers5	ceramide synthase 5	15	99633473	99670396	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2442564	Cers6	ceramide synthase 6	2	68691785	68944626	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1915268	Cert1	ceramide transporter 1	13	96679126	96776675	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3648919	Ces1a	carboxylesterase 1A	8	93746842	93774820	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3779470	Ces1b	carboxylesterase 1B	8	93783356	93806645	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95420	Ces1c	carboxylesterase 1C	8	93825643	93857911	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2148202	Ces1d	carboxylesterase 1D	8	93892700	93924432	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:95432	Ces1e	carboxylesterase 1E	8	93927846	93956247	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2142687	Ces1f	carboxylesterase 1F	8	93982864	94006375	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:88378	Ces1g	carboxylesterase 1G	8	94028997	94063837	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:1922954	Ces1h	carboxylesterase 1H	8	94078471	94106353	GRCm39	-	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2142491	Ces2a	carboxylesterase 2A	8	105460635	105468266	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2385905	Ces2c	carboxylesterase 2C	8	105573700	105581115	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:2443170	Ces2e	carboxylesterase 2E	8	105652892	105661304	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:102773	Ces3a	carboxylesterase 3A	8	105775233	105785045	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
protein coding gene	MGI:3644960	Ces3b	carboxylesterase 3B	8	105810385	105820561	GRCm39	+	Component	endoplasmic reticulum (term ID: GO:0005783)
